|||||||258|1|2020-11-10 12:50:00|a|MPV|TRUE|MAZDA|Mini|0|0|Gasolina|||Pasajeros|Mecanica||null
|||||||259|1|2020-11-10 12:50:00|a|MX-6|TRUE|MAZDA|Mini|0|0|Gasolina|||Pasajeros|Mecanica||null
|||||||260|1|2020-11-10 12:50:00|a|323 1,5 NS|TRUE|MAZDA|Taxi|0|1300|Gasolina|||Pasajeros|Mecanica||null
|||||||261|1|2020-11-10 12:50:00|a|323 1,5 NX 4P|TRUE|MAZDA|Mini|0|1500|Gasolina|||Pasajeros|Mecanica||null
|||||||262|1|2020-11-10 12:50:00|a|B 2,0-2,2 STD PLATON|TRUE|MAZDA|Mini|0|2200|Gasolina|||Pasajeros|Mecanica||null
|||||||263|1|2020-11-10 12:50:00|a|B2600 PLATON|TRUE|MAZDA|Mini|0|2600|Gasolina|||Pasajeros|Mecanica||null
|||||||264|1|2020-11-10 12:50:00|a|B 2,0-2,2 SP|TRUE|MAZDA|Mini|0|0|Gasolina|||Pasajeros|Mecanica||null
|||||||265|1|2020-11-10 12:50:00|a|323 1,5 S,W,|TRUE|MAZDA|Mini|0|1500|Gasolina|||Pasajeros|Mecanica||null
|||||||266|1|2020-11-10 12:50:00|a|MAZDA S,W1,5|TRUE|MAZDA|Mini|0|1500|Gasolina|||Pasajeros|Mecanica||null
|||||||268|1|2020-11-10 12:50:00|a|MATSURI HB A-T,|TRUE|MAZDA|Mini|0|2000|Gasolina|||Pasajeros|Automatica||null
